Entry Date,Exit Date,Stock,Trade Type,Shares,Entry Price,Exit Price,Capital Allocated,Stock return,Reason,weight,portfolio return,profit/loss,portfolio value,Cumulative Return
30-09-2019,31-10-2019,ICICIBANK.NS,Long,761,419.2398376,447.6112671,319041.5164,0.067673506,End of Period,0.698937716,0.047299565,21590.65785,478429.4819,3.73788509
30-09-2019,31-10-2019,BAJFINANCE.NS,Long,34,3978.673828,3960.481445,135274.9102,-0.004572474,End of Period,0.301062284,-0.001376599,-618.541022,456220.283,3.731362919
31-10-2019,29-11-2019,ICICIBANK.NS,Long,498,447.6112671,495.5092163,222910.411,0.107007917,End of Period,0.467272258,0.050001831,23853.1787,501671.3965,3.967939728
31-10-2019,29-11-2019,BHARTIARTL.NS,Long,705,360.7421265,426.4805908,254323.1992,0.182231183,End of Period,0.532727742,0.097079606,46345.61733,524163.8351,4.450225361
29-11-2019,31-12-2019,ICICIBANK.NS,Long,643,495.5092163,520.932312,318612.4261,0.051307009,End of Period,0.582021973,0.029861806,16347.05054,564443.4585,4.612978936
29-11-2019,31-12-2019,BHARTIARTL.NS,Long,537,426.4805908,439.3486938,229020.0773,0.030172775,End of Period,0.417978027,0.012611557,6910.171311,555006.5793,4.68376734
31-12-2019,31-01-2020,ICICIBANK.NS,Long,635,520.932312,508.124115,330792.0181,-0.024587066,End of Period,0.579036644,-0.014236812,-8133.205095,563242.7009,4.602848613
31-12-2019,31-01-2020,BHARTIARTL.NS,Long,547,439.3486938,478.5315247,240323.7355,0.089183902,End of Period,0.420963356,0.037543155,21433.0085,592808.9145,4.813197226
31-01-2020,28-02-2020,BHARTIARTL.NS,Long,576,478.5315247,504.6052246,275634.1582,0.054486901,End of Period,0.472197914,0.025728601,15018.45114,599711.0398,4.962762658
31-01-2020,28-02-2020,ICICIBANK.NS,Long,607,508.124115,480.6710205,308431.3378,-0.054028324,End of Period,0.527802086,-0.028516262,-16664.02836,568028.5603,4.792726954
28-02-2020,31-03-2020,BHARTIARTL.NS,Long,572,504.6052246,424.9865112,288634.1885,-0.157784164,End of Period,0.495669396,-0.078208781,-45541.90406,537520.7598,4.33968484
31-03-2020,30-04-2020,BHARTIARTL.NS,Long,402,424.9865112,495.7372742,170844.5775,0.166477667,End of Period,0.318190606,0.05297163,28441.80673,565903.8503,4.622536649
31-03-2020,30-04-2020,HINDUNILVR.NS,Long,171,2139.956055,2043.595459,365932.4854,-0.045029241,End of Period,0.681809394,-0.030701359,-16477.66192,520984.3817,4.449917131
30-04-2020,29-05-2020,BHARTIARTL.NS,Long,275,495.7372742,532.6549072,136327.7504,0.074470158,End of Period,0.248965523,0.018540502,10152.34908,559583.8178,4.55096133
30-04-2020,29-05-2020,HINDUNILVR.NS,Long,201,2043.595459,1915.439941,410762.6873,-0.062710806,End of Period,0.751034477,-0.047097977,-25759.25912,523672.2096,4.289522279
29-05-2020,30-06-2020,BHARTIARTL.NS,Long,253,532.6549072,539.6432495,134761.6915,0.013119831,End of Period,0.252623836,0.003314382,1768.050602,535509.1437,4.307053777
29-05-2020,30-06-2020,HINDUNILVR.NS,Long,208,1915.439941,2043.481689,398411.5077,0.066847175,End of Period,0.747376164,0.049959985,26632.68358,560373.7767,4.572194103
30-06-2020,31-07-2020,BHARTIARTL.NS,Long,261,539.6432495,534.8237305,140846.8881,-0.008930935,End of Period,0.250623552,-0.002238303,-1257.894459,560917.9174,4.559721846
30-06-2020,31-07-2020,HINDUNILVR.NS,Long,206,2043.481689,2080.366455,420957.2279,0.018049962,End of Period,0.749376448,0.013526216,7598.261796,569774.0737,4.634923845
31-07-2020,31-08-2020,BHARTIARTL.NS,Long,255,534.8237305,496.3565979,136380.0513,-0.07192488,End of Period,0.240409436,-0.01729142,-9809.118813,558712.4849,4.537488011
31-07-2020,31-08-2020,HINDUNILVR.NS,Long,207,2080.366455,1993.241455,430635.8562,-0.041879641,End of Period,0.759590564,-0.03181138,-18034.875,550486.7287,4.361332876
31-08-2020,30-09-2020,RELIANCE.NS,Long,102,1894.444946,2034.340942,193233.3845,0.073845374,End of Period,0.359257986,0.02652954,14269.39159,554874.9928,4.503566573
30-09-2020,30-10-2020,RELIANCE.NS,Long,75,2034.340942,1870.59021,152575.5707,-0.080493259,End of Period,0.278337475,-0.02240429,-12281.3049,542666.3144,4.380263069
30-09-2020,30-10-2020,TCS.NS,Long,172,2316.061523,2486.968506,398362.582,0.073792074,End of Period,0.721662525,0.053252974,29396.00108,584343.6204,4.66677808
30-10-2020,27-11-2020,INFY.NS,Long,185,986.1391602,1022.77301,182435.7446,0.037148763,End of Period,0.320219099,0.011895743,6777.262213,578844.2853,4.734188618
30-10-2020,27-11-2020,TCS.NS,Long,156,2486.968506,2500.780273,387967.0869,0.005553656,End of Period,0.679780901,0.003775269,2154.635652,574221.6587,4.755836723
27-11-2020,31-12-2020,INFY.NS,Long,164,1022.77301,1167.634888,167734.7736,0.141636391,End of Period,0.289814004,0.04104821,23757.34799,604789.2405,4.992103516
27-11-2020,31-12-2020,TCS.NS,Long,165,2500.780273,2671.658936,412628.745,0.068330139,End of Period,0.710185996,0.048527108,28194.97939,609226.8719,5.282882968
31-12-2020,29-01-2021,INFY.NS,Long,153,1167.634888,1152.060791,178648.1379,-0.013338157,End of Period,0.283388296,-0.003779877,-2382.836841,630695.1718,5.25913444
31-12-2020,29-01-2021,TCS.NS,Long,169,2671.658936,2909.189941,451510.3602,0.088907683,End of Period,0.716611704,0.063712286,40142.73985,673220.7485,5.657918204
29-01-2021,26-02-2021,TCS.NS,Long,171,2909.189941,2706.243164,497471.4799,-0.06976058,End of Period,0.741939491,-0.051758129,-34703.89887,636315.9996,5.313316814
29-01-2021,26-02-2021,INFY.NS,Long,150,1152.060791,1165.310425,172809.1187,0.011500812,End of Period,0.258060509,0.002967905,1987.4451,673007.3436,5.33205414
26-02-2021,31-03-2021,TCS.NS,Long,167,2706.243164,2971.368896,451942.6084,0.097968185,End of Period,0.711291766,0.069683964,44275.99724,682556.6847,5.77329677
26-02-2021,31-03-2021,INFY.NS,Long,158,1165.310425,1272.004272,184119.0471,0.091558305,End of Period,0.288708234,0.026433637,16857.62783,655138.3153,5.952339635
31-03-2021,30-04-2021,INFY.NS,Long,163,1272.004272,1259.265869,207336.6963,-0.010014434,End of Period,0.297759146,-0.002981889,-2076.359689,697554.3356,5.931608527
30-04-2021,31-05-2021,TCS.NS,Long,183,2838.408936,2968.333496,519428.8353,0.045773728,End of Period,0.746540699,0.034171951,23776.19448,721320.6685,6.168475116
30-04-2021,31-05-2021,INFY.NS,Long,140,1259.265869,1309.884033,176297.2217,0.040196566,End of Period,0.253459301,0.010188194,7086.54296,704631.017,6.241508928
31-05-2021,30-06-2021,TCS.NS,Long,183,2968.333496,3143.662109,543205.0298,0.059066346,End of Period,0.747002607,0.044122714,32085.13618,760572.7841,6.561023958
31-05-2021,30-06-2021,INFY.NS,Long,140,1309.884033,1485.678589,183383.7646,0.134206198,End of Period,0.252997393,0.033953818,24611.23784,753098.8858,6.817749592
30-06-2021,30-07-2021,TCS.NS,Long,189,3143.662109,2982.626709,594152.1386,-0.051225416,End of Period,0.756626094,-0.038758487,-30435.6906,754929.7469,6.514745449
30-06-2021,30-07-2021,INFY.NS,Long,128,1485.678589,1513.591553,190166.8594,0.018788023,End of Period,0.243373906,0.004572515,3572.859392,788938.2969,6.549106733
30-07-2021,31-08-2021,INFY.NS,Long,329,1513.591553,1603.767822,497971.6209,0.059577677,End of Period,0.658469745,0.039230098,29667.9925,788184.9492,6.845258929
30-07-2021,31-08-2021,ICICIBANK.NS,Long,391,661.6762695,697.111084,258715.4214,0.053553099,End of Period,0.341530255,0.018290003,13855.01247,772371.9692,6.988748742
31-08-2021,30-09-2021,INFY.NS,Long,331,1603.767822,1574.398315,530847.1491,-0.018312817,End of Period,0.66252466,-0.012132693,-9721.306817,792425.6221,6.891823706
31-08-2021,30-09-2021,TCS.NS,Long,75,3565.507813,3555.243652,267413.086,-0.002878737,End of Period,0.33747534,-0.000971503,-769.812075,801377.1169,6.884156776
30-09-2021,29-10-2021,INFY.NS,Long,302,1574.398315,1581.287476,475468.2911,0.004375742,End of Period,0.60068744,0.002628453,2080.526622,793715.9651,6.904879914
30-09-2021,29-10-2021,ICICIBANK.NS,Long,465,679.4663696,777.5786743,315951.8619,0.144396116,End of Period,0.39931256,0.057659183,45622.22169,837257.6601,7.36066883
29-10-2021,30-11-2021,INFY.NS,Long,350,1581.287476,1623.859619,553450.6166,0.026922456,End of Period,0.660448287,0.01778089,14900.25005,854261.5177,7.509328964
29-10-2021,30-11-2021,ICICIBANK.NS,Long,366,777.5786743,692.5545044,284593.7948,-0.109344781,End of Period,0.339551713,-0.037128208,-31118.84618,808242.4214,7.19339283
30-11-2021,31-12-2021,INFY.NS,Long,304,1623.859619,1789.881714,493653.3242,0.102239192,End of Period,0.599960558,0.061339482,50470.71688,873592.5955,7.695971306
30-11-2021,31-12-2021,BHARTIARTL.NS,Long,458,717.7125854,673.9057617,328712.3641,-0.061036722,End of Period,0.400039442,-0.024417096,-20063.52525,803058.3534,7.483640937
31-12-2021,31-01-2022,INFY.NS,Long,300,1789.881714,1646.188721,536964.5142,-0.08028072,End of Period,0.630403013,-0.050609208,-43107.8979,810405.6046,7.054290589
31-12-2021,31-01-2022,BHARTIARTL.NS,Long,468,673.9057617,718.7473755,315387.8965,0.066539888,End of Period,0.369596987,0.024592942,20985.87526,874499.3777,7.252369291
31-01-2022,28-02-2022,INFY.NS,Long,398,1646.188721,1626.656738,655183.111,-0.011864972,End of Period,0.789991129,-0.009373223,-7773.729234,823534.5391,7.175017997
28-02-2022,31-03-2022,INFY.NS,Long,269,1626.656738,1807.991577,437570.6625,0.111477016,End of Period,0.531773026,0.05928047,48779.07169,872295.3026,7.659636907
28-02-2022,31-03-2022,BHARTIARTL.NS,Long,569,676.5666504,744.0262451,384966.4241,0.09970872,End of Period,0.468226974,0.046686312,38384.50938,861900.7402,8.063923419
31-03-2022,29-04-2022,BHARTIARTL.NS,Long,576,744.0262451,728.3070679,428559.1172,-0.021127181,End of Period,0.471012477,-0.009951166,-9054.246067,901727.35,7.973726814
29-04-2022,31-05-2022,RELIANCE.NS,Long,202,2549.335938,2405.343018,514965.8595,-0.056482521,End of Period,0.573318628,-0.032382481,-29086.56984,872631.6874,7.683135273
31-05-2022,30-06-2022,RELIANCE.NS,Long,215,2405.343018,2371.538086,517148.7489,-0.0140541,End of Period,0.593665293,-0.008343432,-7268.06038,865250.3223,7.610688128
30-06-2022,29-07-2022,RELIANCE.NS,Long,217,2371.538086,2292.780518,514623.7647,-0.033209489,End of Period,0.597230513,-0.01983372,-17090.39226,848148.193,7.439906149
29-07-2022,30-08-2022,RELIANCE.NS,Long,220,2292.780518,2418.049561,504411.714,0.054636299,End of Period,0.595783662,0.032551415,27559.18946,875636.8748,7.714637033
29-07-2022,30-08-2022,BHARTIARTL.NS,Long,513,668.1403809,719.2692871,342756.0154,0.076524197,End of Period,0.404216338,0.030932331,26229.12888,874306.8142,7.984201068
30-08-2022,30-09-2022,ICICIBANK.NS,Long,299,865.3898315,840.7145996,258751.5596,-0.028513429,End of Period,0.287692776,-0.008203108,-7377.894338,894538.9388,7.9105027
30-09-2022,31-10-2022,ICICIBANK.NS,Long,327,840.7145996,886.2614136,274913.6741,0.054176309,End of Period,0.307811114,0.01667607,14893.80818,909412.1204,8.059094867
30-09-2022,31-10-2022,BHARTIARTL.NS,Long,781,791.829834,823.605896,618419.1004,0.040129913,End of Period,0.692188886,0.027777479,24817.10442,919335.4166,8.310733688
